,name,year,wine ID,rating,price,winery,ratings_count,region,number_of_flavors,number_of_grapes,grapes,black_fruit,citrus_fruit,dried_fruit,earth,floral,microbio,non_oak,oak,red_fruit,spices,tree_fruit,tropical_fruit,vegetal
209,Chianti Rùfina Riserva 2014,2014,20983,3.8,59.15604243315586,Castello Nipozzano,6780,Chianti Rùfina,13,4,"['Sangiovese', 'Trebbiano', 'Canaiolo Nero', 'Malvasia Nera']",0.143952802359882,0.008849557522123894,0.012536873156342183,0.14734513274336283,0.018141592920353982,0.022861356932153392,0.12817109144542774,0.22949852507374632,0.21091445427728614,0.11061946902654868,0.004129793510324484,0.0004424778761061947,0.018141592920353982
210,Cabernet Sauvignon 2016,2016,1166077,4.2,63.09977859536625,Black Stallion,6369,Napa Valley,13,1,['Cabernet Sauvignon'],0.2722562411681583,0.004867326110849427,0.017742188726644684,0.1304757418747056,0.0069084628670120895,0.02810488302716282,0.1777359083058565,0.2923535876903753,0.18291725545611556,0.15418433035013346,0.006123410268487989,0.0009420631182289214,0.008792589103469932
211,Otima 10 Year Old Tawny Port N.V.,N.V.,1185659,4.0,59.15604243315586,Warre's,6308,Porto,13,3,"['Touriga Nacional', 'Touriga Franca', 'Tinta Roriz']",0.013950538998097653,0.006024096385542169,0.04391249207355739,0.027901077996195307,0.0001585288522511097,0.020291693088142042,0.063570069752695,0.063570069752695,0.014743183259353202,0.023620798985415345,0.0050729232720355105,0.0009511731135066582,0.007926442612555484
212,Chianti Rùfina Riserva 2010,2010,20983,3.7,50.93992542855088,Castello Nipozzano,5387,Chianti Rùfina,13,4,"['Sangiovese', 'Trebbiano', 'Canaiolo Nero', 'Malvasia Nera']",0.18117690736959347,0.011137924633376647,0.01577872656395025,0.18544644514572117,0.022832745498422128,0.02877297196955634,0.16131427510673843,0.2888435121589011,0.2654538704288101,0.1392240579172081,0.005197698162242435,0.0005568962316688324,0.022832745498422128
213,Cabernet Sauvignon 2015,2015,1136381,4.4,92.0205104515758,Stags' Leap,4505,Napa Valley,13,1,['Cabernet Sauvignon'],0.41287458379578246,0.004439511653718091,0.026415094339622643,0.2932297447280799,0.021309655937846835,0.045061043285238626,0.2938956714761376,0.47924528301886793,0.21553829078801331,0.24017758046614873,0.005327413984461709,0.0013318534961154272,0.01798002219755827
214,Ribera del Duero 2011,2011,1386686,4.0,54.22637223039288,Emilio Moro,4428,Ribera del Duero,13,1,['Tempranillo'],0.22877145438121047,0.005871725383920506,0.024164408310749775,0.2014453477868112,0.014227642276422764,0.044715447154471545,0.21160794941282746,0.33965672990063234,0.16508581752484192,0.17976513098464317,0.004516711833785004,0.0009033423667570009,0.011517615176151762
215,Napa Valley Cabernet Sauvignon 2014,2014,83357,4.1,72.30182964052383,Louis M. Martini,4309,Napa Valley,13,1,['Cabernet Sauvignon'],0.282664191227663,0.003945230912044558,0.02297516825249478,0.19958226966813647,0.00951496867022511,0.033418426549083315,0.2446043165467626,0.36342538872128105,0.17823160826177767,0.19053144581109305,0.0037131585054537017,0.002088651659317707,0.01206776514272453
216,Cabernet Sauvignon 2018,2018,2425,4.1,79.86065728476042,Robert Mondavi Winery,3801,Napa Valley,13,1,['Cabernet Sauvignon'],0.4288345172323073,0.007366482504604052,0.027624309392265192,0.27124440936595634,0.022099447513812154,0.04551433833201789,0.281767955801105,0.5122336227308603,0.21178637200736647,0.2583530649828992,0.008681925808997633,0.0010523546435148646,0.02709813207050776
217,The Boxer Shiraz 2016,2016,950,4.1,52.58314882947188,Mollydooker,3756,McLaren Vale,13,1,['Shiraz/Syrah'],0.419062832800852,0.005857294994675187,0.05378061767838126,0.2089989350372737,0.011448349307774228,0.05777422790202343,0.30963791267305646,0.4904153354632588,0.1900958466453674,0.3503727369542066,0.005857294994675187,0.003194888178913738,0.013844515441959531
218,Napa Valley Cabernet Sauvignon 2016,2016,83357,4.2,72.30182964052383,Louis M. Martini,3600,Napa Valley,13,1,['Cabernet Sauvignon'],0.3383333333333333,0.004722222222222222,0.0275,0.2388888888888889,0.01138888888888889,0.04,0.2927777777777778,0.435,0.21333333333333335,0.22805555555555557,0.0044444444444444444,0.0025,0.014444444444444444
219,Bin 28 Shiraz 2018,2018,1244,4.0,62.44248923499786,Penfolds,3119,Barossa Valley,13,1,['Shiraz/Syrah'],0.621352997755691,0.007374158384097467,0.0545046489259378,0.34017313241423536,0.03526771401090093,0.0714972747675537,0.43058672651490865,0.7245912151330555,0.23917922411029177,0.49631292080795125,0.008015389547932029,0.0022443090734209684,0.025008015389547934
220,Chianti Rùfina Riserva 2017,2017,20983,3.9,53.56908287002448,Castello Nipozzano,3005,Chianti Rùfina,13,4,"['Sangiovese', 'Trebbiano', 'Canaiolo Nero', 'Malvasia Nera']",0.3247920133111481,0.019966722129783693,0.028286189683860232,0.3324459234608985,0.040931780366056575,0.051580698835274545,0.2891846921797005,0.5178036605657238,0.47587354409317806,0.24958402662229617,0.009317803660565723,0.0009983361064891847,0.040931780366056575
221,Réserve Brut Champagne N.V.,N.V.,3715162,3.8,82.1611700460498,Duval-Leroy,2971,Champagne,13,3,"['Chardonnay', 'Pinot Noir', 'Pinot Meunier']",0.0030292830696735107,0.06193200942443622,0.0030292830696735107,0.041063614944463145,0.004039044092898014,0.060585661393470214,0.057892965331538204,0.047122181083810166,0.002019522046449007,0.010434197239986537,0.07842477280376978,0.002019522046449007,0.017839111410299563
222,Malbec 2015,2015,16504,4.3,55.21230627094547,Rutini,2959,Mendoza,13,1,['Malbec'],0.06387293004393377,0.0027036160865157146,0.005407232173031429,0.03818857722203447,0.00844880027036161,0.01013856032443393,0.0530584656978709,0.08752957080094627,0.03987833727610679,0.05035484961135519,0.0016897600540723217,0.0006759040216289286,0.002027712064886786
223,Bin 28 Shiraz 2017,2017,1244,4.1,105.16629765894376,Penfolds,2800,Barossa Valley,13,1,['Shiraz/Syrah'],0.6921428571428572,0.008214285714285714,0.060714285714285714,0.37892857142857145,0.039285714285714285,0.07964285714285714,0.47964285714285715,0.8071428571428572,0.2664285714285714,0.5528571428571428,0.008928571428571428,0.0025,0.027857142857142858
224,Malbec 2013,2013,16504,4.1,55.21230627094547,Rutini,2659,Mendoza,13,1,['Malbec'],0.0710793531402783,0.003008649868371568,0.006017299736743136,0.0424971793907484,0.009402030838661151,0.011282437006393382,0.05904475366679203,0.09740503948852952,0.044377585558480634,0.05603610379842046,0.00188040616773223,0.000752162467092892,0.0022564874012786762
225,Merlot 2014,2014,78393,4.0,75.58827644236582,Stags' Leap,2596,Napa Valley,13,1,['Merlot'],0.26540832049306623,0.005778120184899846,0.01810477657935285,0.1617873651771957,0.0211864406779661,0.029661016949152543,0.1810477657935285,0.30701078582434516,0.18836671802773497,0.15716486902927582,0.0065485362095531584,0.0011556240369799693,0.01386748844375963
226,Montepulciano d'Abruzzo Riserva 2013,2013,93055,4.1,54.22637223039288,Marina Cvetić,2306,Montepulciano d'Abruzzo,13,1,['Montepulciano'],0.19080659150043366,0.0039028620988725065,0.025585429314830876,0.20164787510841284,0.01647875108412836,0.027753686036426712,0.15481352992194275,0.2545533391153513,0.1595836947094536,0.11491760624457936,0.0039028620988725065,0.002168256721595837,0.013876843018213356
227,Chianti Classico 2013,2013,1130130,3.8,62.44248923499786,Fonterutoli,2257,Chianti Classico,13,4,"['Sangiovese', 'Trebbiano', 'Canaiolo Nero', 'Malvasia Nera']",0.1581745680106336,0.005316792202038104,0.01905183872396987,0.256978289765175,0.017722640673460344,0.04519273371732388,0.19273371732388125,0.3438192290651307,0.3181214000886132,0.13956579530350022,0.001329198050509526,0.002215330084182543,0.030571555161719097
228,Max's Shiraz - Cabernet 2015,2015,4379150,3.8,52.58314882947188,Penfolds,2159,South Australia,12,2,"['Shiraz/Syrah', 'Cabernet Sauvignon']",0.22510421491431218,0.004631773969430292,0.01713756368689208,0.0968040759610931,0.010189902732746642,0.019453450671607225,0.11394163964798518,0.20704029643353405,0.12413154238073182,0.13849004168596574,0.0004631773969430292,0.0,0.004631773969430292
229,Pinot Noir 2014,2014,18980,3.8,95.30695725341778,Cloudy Bay,2120,Marlborough,13,1,['Pinot Noir'],0.11273584905660378,0.012735849056603774,0.017452830188679245,0.22830188679245284,0.025943396226415096,0.05047169811320755,0.16792452830188678,0.2759433962264151,0.3283018867924528,0.13679245283018868,0.005660377358490566,0.007547169811320755,0.02122641509433962
230,(Cordon Rouge) Brut Champagne N.V.,N.V.,1141069,3.9,55.07506713413597,G.H. Mumm,31926,Champagne,13,3,"['Chardonnay', 'Pinot Noir', 'Pinot Meunier']",0.00031322433126605275,0.02991292363590804,0.0006264486625321055,0.011620622689970557,0.001033640293177974,0.02477604460314477,0.02703125978826035,0.019200651506609035,0.002067280586355948,0.004165883605838501,0.035707573764330015,0.003069598446407317,0.005512748230282529
231,Brut Réserve N.V.,N.V.,86290,4.2,62.67372429944171,Charles Heidsieck,22209,Champagne,13,3,"['Chardonnay', 'Pinot Noir', 'Pinot Meunier']",0.0018911252195056058,0.054077175919672205,0.0028817146201990185,0.038587959836102484,0.0024764735017335313,0.06546895402764645,0.07505966049799631,0.06002071232383268,0.002926741411139628,0.007249313341438156,0.06618938268269621,0.005763429240398037,0.013823224818767167
232,Carte d'Or Brut Champagne N.V.,N.V.,11943,3.9,50.89580569321782,Drappier,15497,Champagne,13,3,"['Chardonnay', 'Pinot Noir', 'Pinot Meunier']",0.001355100987287862,0.03226430922113958,0.0009034006581919082,0.018584242111376395,0.0011615151319610247,0.03168355165515906,0.03607149770923405,0.028457120733045106,0.0038071884880944698,0.0043879460540749825,0.04942892172678583,0.002581144737691166,0.006388333225785636
233,Brut Champagne N.V.,N.V.,1136022,3.9,51.27573855148311,Piper-Heidsieck,14635,Champagne,13,3,"['Chardonnay', 'Pinot Noir', 'Pinot Meunier']",0.0006832934745473181,0.041407584557567476,0.0006832934745473181,0.020293816194055347,0.0018448923812777588,0.04079262043047489,0.044345746498120946,0.034233003074820634,0.0026648445507345404,0.0049197130167406905,0.05152032798086778,0.0024598565083703452,0.010727707550392894
234,Amarone della Valpolicella Classico 2015,2015,7103,4.3,125.47662577069362,Tommasi,13941,Amarone della Valpolicella Classico,13,3,"['Corvina', 'Rondinella', 'Corvinone']",0.11849939028764077,0.0031561580948282044,0.0767520263969586,0.1020730220213758,0.008392511297611363,0.024531956100710135,0.08987877483681228,0.1663438777706047,0.10860053080840686,0.059177964278028836,0.002797503765870454,0.0016498099132056523,0.010042321210817015
235,Cuvée Brut Champagne N.V.,N.V.,6234233,4.0,51.28333720864841,Piper-Heidsieck,10628,Champagne,13,3,"['Chardonnay', 'Pinot Noir', 'Pinot Meunier']",0.000940910801656003,0.05673692133985698,0.0005645464809936018,0.029920963492660897,0.001599548362815205,0.05372600677455777,0.06398193451260821,0.054855099736544975,0.0032931878057960106,0.005269100489273617,0.08176514866390666,0.0042340986074520135,0.017877305231464056
236,Pinot Noir Brut Nature Champagne N.V.,N.V.,11951,4.1,53.94286721650542,Drappier,10460,Champagne,13,3,"['Chardonnay', 'Pinot Noir', 'Pinot Meunier']",0.001147227533460803,0.02791586998087954,0.0007648183556405354,0.01959847036328872,0.0014340344168260039,0.023040152963671127,0.02638623326959847,0.022466539196940728,0.00869980879541109,0.002007648183556405,0.03508604206500956,0.0008604206500956023,0.0076481835564053535
237,Cuvée de Réserve Blanc de Blancs Brut Champagne Grand Cru 'Le Mesnil-sur-Oger' N.V.,N.V.,1139041,4.1,75.91818373856961,Pierre Peters,8551,Champagne Grand Cru 'Le Mesnil-sur-Oger',13,3,"['Chardonnay', 'Pinot Noir', 'Pinot Meunier']",0.0007016723190270144,0.05543211320313414,0.0005847269325225119,0.040696994503566834,0.003274470822126067,0.04046310373055783,0.043269793006665884,0.03613612442989124,0.0012863992515495264,0.005028651619693603,0.06279967255291778,0.003274470822126067,0.011460647877441235
238,Amarone della Valpolicella Classico 2015,2015,12393,4.4,102.57427307446213,Zenato,7054,Amarone della Valpolicella Classico,13,3,"['Corvina', 'Rondinella', 'Corvinone']",0.18159909271335412,0.004961723844627162,0.1522540402608449,0.13524241565069464,0.00793875815140346,0.030620924298270485,0.1482846611851432,0.23192514885171533,0.13694357811170968,0.1064644173518571,0.004394669690955486,0.001701162461015027,0.009498157074000566
239,Blanc de Blancs Cuvée Cuis Brut Champagne 1er Cru N.V.,N.V.,1250603,4.0,73.93493421842481,Pierre Gimonnet & Fils,6920,Champagne Premier Cru,13,3,"['Chardonnay', 'Pinot Noir', 'Pinot Meunier']",0.00043352601156069364,0.04985549132947977,0.0011560693641618498,0.03005780346820809,0.002601156069364162,0.042196531791907514,0.043641618497109826,0.03540462427745665,0.002601156069364162,0.005491329479768786,0.05346820809248555,0.003179190751445087,0.009826589595375723
240,Rioja Gran Reserva 904 2011,2011,7972,4.4,99.04089749259497,La Rioja Alta,5706,Rioja,13,3,"['Tempranillo', 'Graciano', 'Garnacha']",0.20434630213810023,0.021556256572029444,0.054153522607781286,0.38958990536277605,0.02365930599369085,0.09305993690851735,0.38363126533473535,0.5431125131440588,0.286540483701367,0.30196284612688395,0.0057833859095688745,0.0026288117770767614,0.02786540483701367
241,Viña Ardanza Reserva 2015,2015,7973,4.4,56.093287194286944,La Rioja Alta,5016,Rioja,13,3,"['Tempranillo', 'Graciano', 'Garnacha']",0.2677432216905901,0.026515151515151516,0.06279904306220095,0.509170653907496,0.02930622009569378,0.10705741626794259,0.4984051036682616,0.7466108452950558,0.38775917065390747,0.39334130781499205,0.009370015948963317,0.0023923444976076554,0.03189792663476874
242,Viña Tondonia Reserva 2009,2009,9119,4.3,66.00193613784562,R. López de Heredia,3560,Rioja,13,3,"['Tempranillo', 'Graciano', 'Garnacha']",0.39719101123595507,0.06741573033707865,0.13848314606741574,0.8401685393258427,0.06460674157303371,0.1997191011235955,0.7252808988764045,1.0752808988764044,0.6511235955056179,0.5564606741573034,0.031741573033707865,0.009269662921348315,0.07780898876404495
243,Paso Robles Cabernet Sauvignon 2020,2020,5866389,4.5,60.78165866528058,Austin Hope,3395,Paso Robles,13,1,['Cabernet Sauvignon'],0.7095729013254787,0.007363770250368188,0.09042709867452135,0.4500736377025037,0.026804123711340205,0.07098674521354933,0.6718703976435935,0.9561119293078056,0.4512518409425626,0.5743740795287187,0.007069219440353461,0.0017673048600883653,0.022385861561119293
244,Papillon 2018,2018,7073,4.5,91.17628732650353,Orin Swift,3320,Napa Valley,13,5,"['Cabernet Sauvignon', 'Cabernet Franc', 'Malbec', 'Merlot', 'Petit Verdot']",0.35271084337349395,0.004216867469879518,0.035542168674698796,0.23463855421686747,0.01897590361445783,0.04909638554216868,0.25783132530120484,0.4198795180722892,0.19186746987951808,0.21897590361445782,0.004518072289156626,0.00030120481927710846,0.019879518072289156
245,Rosé Réserve N.V.,N.V.,1160321,4.2,78.63850300374907,Charles Heidsieck,3262,Champagne,13,3,"['Chardonnay', 'Pinot Noir', 'Pinot Meunier']",0.005824647455548743,0.04291845493562232,0.004904966278356836,0.03678724708767627,0.0027590435315757206,0.06866952789699571,0.06928264868179031,0.05947271612507664,0.10269773145309626,0.016860821581851624,0.035867565910484366,0.00398528510116493,0.011955855303494788
246,Le Serre Nuove 2019,2019,22448,4.4,61.53392572464585,Ornellaia,3225,Bolgheri,13,3,"['Cabernet Sauvignon', 'Merlot', 'Sangiovese']",0.41364341085271317,0.005581395348837209,0.034108527131782945,0.37612403100775194,0.04372093023255814,0.04930232558139535,0.31937984496124033,0.49829457364341084,0.262015503875969,0.2641860465116279,0.0027906976744186047,0.0015503875968992248,0.02883720930232558
247,Barolo 2016,2016,61134,4.2,56.22246436609714,Prunotto,3132,Barolo,13,1,['Nebbiolo'],0.08109833971902937,0.015964240102171137,0.02330779054916986,0.21136653895274585,0.027777777777777776,0.039272030651340994,0.13154533844189017,0.2231800766283525,0.2442528735632184,0.09961685823754789,0.00351213282247765,0.001277139208173691,0.0140485312899106
248,Réserve Brut Champagne Grand Cru 'Bouzy' N.V.,N.V.,2457926,4.0,58.07653671443174,Paul Bara,3126,Champagne Grand Cru 'Bouzy',13,3,"['Chardonnay', 'Pinot Noir', 'Pinot Meunier']",0.0019193857965451055,0.04382597568777991,0.0003198976327575176,0.028790786948176585,0.0028790786948176585,0.03902751119641715,0.04670505438259757,0.037108125399872044,0.006078055022392835,0.006078055022392835,0.0563019833653231,0.0035188739603326936,0.007037747920665387
249,Guidalberto 2019,2019,5080,4.2,118.53145312160416,Tenuta San Guido,2987,Toscana,13,4,"['Cabernet Sauvignon', 'Merlot', 'Sangiovese', 'Canaiolo Nero']",0.47840642785403414,0.011382658185470372,0.0381653833277536,0.42952795446936726,0.053230666220287916,0.06327418814864412,0.37462336792768663,0.581185135587546,0.3789755607633077,0.30733177100770004,0.009039169735520589,0.003013056578506863,0.0381653833277536
250,Quinta do Bom Retiro 20 Year Old Tawny Porto N.V.,N.V.,1203903,4.4,71.4121800395433,Ramos Pinto,2843,Porto,12,3,"['Touriga Nacional', 'Touriga Franca', 'Tinta Roriz']",0.009145269081955681,0.005276116778051354,0.027787548364403798,0.02427013717903623,0.0,0.01723531480830109,0.0481885332395357,0.0481885332395357,0.005627857896588111,0.011959198030249736,0.007386563489271896,0.0007034822370735139,0.0045726345409778405
251,Brunello di Montalcino 2013,2013,1101056,4.0,60.78165866528058,Val di Suga,2746,Brunello di Montalcino,13,1,['Sangiovese'],0.07574654042243263,0.005462490895848507,0.016023306627822288,0.1715222141296431,0.014930808448652586,0.025127458120903133,0.13656227239621269,0.20684632192279678,0.16970138383102695,0.09431900946831755,0.0025491624180626364,0.0007283321194464676,0.011289147851420248
252,Geyserville 2016,2016,3726,4.3,61.161591523545866,Ridge Vineyards,2510,Alexander Valley,13,4,"['Shiraz/Syrah', 'Cabernet Sauvignon', 'Merlot', 'Zinfandel']",0.41075697211155376,0.007569721115537849,0.06812749003984064,0.24940239043824702,0.028685258964143426,0.043824701195219126,0.2788844621513944,0.42709163346613543,0.30318725099601596,0.2697211155378486,0.012350597609561753,0.006772908366533864,0.014741035856573706
253,Numanthia 2011,2011,77888,4.3,58.49446285852356,Bodega Numanthia,2462,Toro,12,1,['Tempranillo'],0.28797725426482534,0.003249390739236393,0.04224207961007311,0.2818846466287571,0.022745735174654752,0.04021121039805037,0.25060926076360684,0.38992688870836717,0.1348497156783103,0.20146222583265638,0.002437043054427295,0.0,0.01421608448415922
254,20 Year Old Tawny Port N.V.,N.V.,1163338,4.3,54.322800074770704,Fonseca,2411,Porto,13,3,"['Touriga Nacional', 'Touriga Franca', 'Tinta Roriz']",0.015346329323931979,0.011198672749896308,0.046453753629199505,0.025715470759021152,0.0008295313148071339,0.02778929904603899,0.07341352136043136,0.07051016175860639,0.015761094981335544,0.02198257984238905,0.0033181252592285357,0.0008295313148071339,0.0037328909166321027
255,Grand Rosé Brut Champagne Grand Cru 'Bouzy' N.V.,N.V.,1540816,4.1,62.70411892810293,Paul Bara,2371,Champagne Grand Cru 'Bouzy',13,3,"['Chardonnay', 'Pinot Noir', 'Pinot Meunier']",0.0025305778152678194,0.03247574862927035,0.00042176296921130323,0.015183466891606916,0.0029523407844791226,0.02488401518346689,0.01982285955293125,0.018557570645297342,0.06790383804301982,0.005482918599746942,0.02488401518346689,0.001687051876845213,0.007591733445803458
256,PSI 2019,2019,1245550,4.2,59.39870306119494,Dominio de Pingus,2358,Ribera del Duero,13,1,['Tempranillo'],0.42281594571670905,0.007633587786259542,0.026717557251908396,0.38210347752332485,0.039016115351993216,0.05555555555555555,0.3511450381679389,0.536047497879559,0.3146734520780322,0.29346904156064463,0.006361323155216285,0.0021204410517387615,0.02586938083121289
257,ARTEMIS Cabernet Sauvignon 2019,2019,1107336,4.5,68.38031583058631,Stag's Leap Wine Cellars,2239,Napa Valley,13,1,['Cabernet Sauvignon'],1.2791424743188924,0.013398838767306834,0.10406431442608308,0.8405538186690487,0.06163465832961143,0.18311746315319338,1.0053595355069227,1.6855739169271997,0.7713264850379634,0.8584189370254578,0.018758374274229567,0.006699419383653417,0.0562751228226887
258,Cabernet Sauvignon 2018,2018,4982044,4.2,51.27573855148311,Quilt,2196,Napa Valley,13,1,['Cabernet Sauvignon'],0.6020036429872495,0.00819672131147541,0.06830601092896176,0.28005464480874315,0.021402550091074682,0.06238615664845173,0.4872495446265938,0.726775956284153,0.38843351548269583,0.44672131147540983,0.005919854280510018,0.0036429872495446266,0.028688524590163935
259,Brunello di Montalcino 2016,2016,22175,4.3,54.695134275870686,Tenuta Il Poggione,2104,Brunello di Montalcino,13,1,['Sangiovese'],0.44249049429657794,0.03944866920152091,0.09220532319391635,0.8726235741444867,0.07984790874524715,0.14258555133079848,0.6131178707224335,0.9605513307984791,0.783745247148289,0.38593155893536124,0.00903041825095057,0.0019011406844106464,0.07557034220532319
260,Pian delle Vigne Brunello di Montalcino 2016,2016,1675,4.3,64.58098724793345,Antinori,2029,Brunello di Montalcino,13,1,['Sangiovese'],0.2710694923607688,0.013799901429275506,0.08279940857565303,0.5007392804337112,0.046821094135041895,0.08477082306554953,0.3558403154263184,0.57466732380483,0.45243962543124694,0.20798422868408084,0.006899950714637753,0.001971414489896501,0.03794972893050764
261,Oakville Cabernet Sauvignon 2013,2013,1186044,4.2,140.5675589009908,Robert Mondavi Winery,2003,Oakville,13,1,['Cabernet Sauvignon'],0.2865701447828258,0.003494757863205192,0.022965551672491265,0.2276585122316525,0.014977533699450823,0.036445332001997004,0.24313529705441836,0.3964053919121318,0.14578132800798801,0.19171243135297053,0.003494757863205192,0.005991013479780329,0.018971542685971045
262,Nectar Impérial (Demi-Sec) Rosé Champagne N.V.,N.V.,19920,4.3,79.77830157854493,Moët & Chandon,1988,Champagne,13,3,"['Chardonnay', 'Pinot Noir', 'Pinot Meunier']",0.0030181086519114686,0.01358148893360161,0.0025150905432595573,0.014587525150905433,0.0030181086519114686,0.02112676056338028,0.01358148893360161,0.012072434607645875,0.04074446680080483,0.005533199195171026,0.026156941649899398,0.0035211267605633804,0.007042253521126761
263,Viña Bosconia Reserva 2009,2009,1662058,4.2,50.80462180723415,R. López de Heredia,1984,Rioja Alta,13,3,"['Tempranillo', 'Graciano', 'Garnacha']",0.2560483870967742,0.04838709677419355,0.08971774193548387,0.5352822580645161,0.039818548387096774,0.09375,0.4571572580645161,0.6723790322580645,0.4753024193548387,0.3704637096774194,0.009576612903225807,0.005040322580645161,0.04032258064516129
264,Viña Arana Gran Reserva 2014,2014,7311113,4.3,66.00193613784562,La Rioja Alta,1980,Rioja,13,3,"['Tempranillo', 'Graciano', 'Garnacha']",0.1101010101010101,0.0035353535353535356,0.01717171717171717,0.13686868686868686,0.008585858585858586,0.028282828282828285,0.151010101010101,0.20707070707070707,0.11767676767676767,0.1297979797979798,0.00101010101010101,0.0025252525252525255,0.00808080808080808
265,Fidèle Extra Brut Champagne N.V.,N.V.,1191489,4.1,89.13224854903628,Vouette et Sorbée,1967,Champagne,13,3,"['Chardonnay', 'Pinot Noir', 'Pinot Meunier']",0.0035587188612099642,0.02491103202846975,0.004067107269954245,0.03457041179461108,0.004575495678698526,0.03863751906456533,0.029994916115912557,0.029994916115912557,0.018810371123538384,0.00813421453990849,0.046263345195729534,0.004067107269954245,0.010676156583629894
266,Réserve Brut Champagne N.V.,N.V.,1694196,4.0,62.70411892810293,Roger Pouillon & Fils,1809,Champagne,13,3,"['Chardonnay', 'Pinot Noir', 'Pinot Meunier']",0.000552791597567717,0.01990049751243781,0.001658374792703151,0.026533996683250415,0.003316749585406302,0.026533996683250415,0.029850746268656716,0.026533996683250415,0.006633499170812604,0.006080707573244887,0.04201216141514649,0.004422332780541736,0.011608623548922056
267,The Dead Arm Shiraz 2017,2017,13406,4.1,61.38195258133973,d'Arenberg,1788,McLaren Vale,13,1,['Shiraz/Syrah'],0.6185682326621924,0.006711409395973154,0.0441834451901566,0.395413870246085,0.042505592841163314,0.07158836689038031,0.31655480984340045,0.5878076062639821,0.21644295302013422,0.45302013422818793,0.006711409395973154,0.0011185682326621924,0.026845637583892617
268,Reserve Cabernet Sauvignon 2018,2018,1189764,4.3,68.38031583058631,DAOU,1774,Paso Robles,13,1,['Cabernet Sauvignon'],0.22717023675310033,0.002254791431792559,0.02480270574971815,0.18940248027057496,0.009582863585118376,0.02649379932356257,0.17361894024802707,0.3111612175873732,0.14825253664036075,0.1414881623449831,0.002254791431792559,0.0016910935738444193,0.006764374295377677
269,Ultradition Brut Champagne N.V.,N.V.,1926294,4.1,75.91818373856961,Laherte Freres,1763,Champagne,13,3,"['Chardonnay', 'Pinot Noir', 'Pinot Meunier']",0.0028360748723766306,0.033465683494044246,0.0011344299489506524,0.03176403857061826,0.0045377197958026095,0.049914917753828704,0.060692002268859895,0.05388542257515598,0.005104934770277935,0.008508224617129892,0.07714123652864435,0.0017016449234259785,0.02098695405558707
270,Rioja Gran Reserva 2012,2012,1135916,4.3,68.37271717342101,Imperial,1728,Rioja,13,3,"['Tempranillo', 'Graciano', 'Garnacha']",0.33969907407407407,0.013888888888888888,0.05613425925925926,0.39699074074074076,0.026041666666666668,0.0954861111111111,0.4201388888888889,0.5954861111111112,0.23148148148148148,0.33912037037037035,0.007523148148148148,0.005208333333333333,0.02199074074074074
271,Costasera Amarone della Valpolicella Classico 2006,2006,21929,4.3,132.96890173568508,Masi,1651,Amarone della Valpolicella Classico,13,3,"['Corvina', 'Rondinella', 'Corvinone']",1.1877649909145973,0.022410660205935795,0.7026044821320412,1.049061175045427,0.05511811023622047,0.21078134463961234,0.9479103573591763,1.6390066626287099,1.0187764990914596,0.5590551181102362,0.02483343428225318,0.004239854633555421,0.07510599636583888
272,Reserve Blanc de Blancs Brut Champagne Grand Cru 'Chouilly' N.V.,N.V.,2021988,3.9,59.39870306119494,Vazart-Coquart & Fils,1648,Champagne Grand Cru 'Chouilly',13,3,"['Chardonnay', 'Pinot Noir', 'Pinot Meunier']",0.0006067961165048543,0.03944174757281554,0.0024271844660194173,0.025485436893203883,0.003033980582524272,0.035800970873786406,0.0412621359223301,0.03944174757281554,0.00424757281553398,0.00849514563106796,0.05703883495145631,0.0024271844660194173,0.013349514563106795
273,Flor de Pingus 2018,2018,79814,4.6,97.25521305874813,Dominio de Pingus,1645,Ribera del Duero,13,1,['Tempranillo'],0.3586626139817629,0.009726443768996961,0.044984802431610946,0.31975683890577505,0.03404255319148936,0.060790273556231005,0.35440729483282674,0.4899696048632219,0.18662613981762918,0.2711246200607903,0.0024316109422492403,0.0006079027355623101,0.01276595744680851
274,Serego Alighieri Vaio Armaron Amarone della Valpolicella Classico 2012,2012,72524,4.4,61.53392572464585,Masi,1633,Amarone della Valpolicella,13,3,"['Corvina', 'Rondinella', 'Corvinone']",0.17330067360685855,0.007960808328230252,0.12124923453766075,0.15860379669320268,0.009185548071034905,0.03368034292712799,0.14329454990814453,0.23270055113288426,0.17513778322106552,0.10042865890998164,0.001837109614206981,0.001224739742804654,0.007960808328230252
275,Rosé Brut Champagne (Vintage) 2014,2014,74299,4.3,113.97225882242071,Louis Roederer,1620,Champagne,13,3,"['Chardonnay', 'Pinot Noir', 'Pinot Meunier']",0.020370370370370372,0.29074074074074074,0.012345679012345678,0.18518518518518517,0.024074074074074074,0.2765432098765432,0.291358024691358,0.27098765432098765,0.4160493827160494,0.05432098765432099,0.17962962962962964,0.014197530864197531,0.06419753086419754
276,Cabernet Sauvignon 2016,2016,10004,4.2,102.57427307446213,Groth,1578,Oakville,13,1,['Cabernet Sauvignon'],0.4423320659062104,0.008871989860583017,0.043726235741444866,0.36628643852978454,0.01394169835234474,0.051964512040557666,0.3269961977186312,0.5544993662864385,0.24081115335868186,0.25285171102661597,0.012040557667934094,0.0025348542458808617,0.017110266159695818
